	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 1.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVR 3.c3d
312	-4.34	1.04	-0.08	11.29	0.42	0.14	-3.13	3.10	0.38
313	-4.20	0.92	-0.09	11.16	0.68	0.15	-2.80	2.99	0.39
314	-4.05	0.77	-0.10	10.96	0.94	0.16	-2.51	2.85	0.39
315	-3.88	0.59	-0.11	10.68	1.21	0.17	-2.25	2.67	0.37
316	-3.72	0.37	-0.11	10.34	1.48	0.18	-2.02	2.47	0.34
317	-3.54	0.16	-0.11	9.93	1.74	0.19	-1.80	2.25	0.31
318	-3.36	-0.04	-0.11	9.45	2.00	0.20	-1.62	2.01	0.27
319	-3.17	-0.25	-0.10	8.92	2.26	0.20	-1.45	1.75	0.23
320	-2.96	-0.41	-0.08	8.33	2.52	0.21	-1.30	1.51	0.18
321	-2.75	-0.56	-0.06	7.68	2.76	0.21	-1.16	1.26	0.14
322	-2.52	-0.67	-0.03	6.98	2.99	0.21	-1.03	1.04	0.10
323	-2.28	-0.73	-0.00	6.20	3.19	0.21	-0.92	0.81	0.05
324	-2.02	-0.76	0.03	5.37	3.38	0.20	-0.81	0.63	0.01
325	-1.76	-0.73	0.06	4.47	3.54	0.18	-0.70	0.47	-0.02
326	-1.48	-0.68	0.09	3.50	3.67	0.16	-0.61	0.34	-0.05
327	-1.20	-0.56	0.11	2.45	3.76	0.13	-0.51	0.26	-0.07
328	-0.91	-0.43	0.14	1.34	3.80	0.10	-0.43	0.18	-0.09
329	-0.61	-0.26	0.16	0.14	3.79	0.05	-0.34	0.18	-0.10
330	-0.32	-0.06	0.17	-1.12	3.72	0.01	-0.23	0.19	-0.10
331	-0.02	0.17	0.18	-2.46	3.57	-0.04	-0.12	0.23	-0.10
332	0.28	0.40	0.19	-3.86	3.38	-0.10	0.02	0.33	-0.08
333	0.57	0.66	0.18	-5.33	3.09	-0.16	0.15	0.43	-0.06
334	0.86	0.92	0.18	-6.85	2.74	-0.21	0.32	0.57	-0.03
335	1.16	1.20	0.17	-8.41	2.33	-0.26	0.50	0.73	-0.00
336	1.44	1.48	0.16	-10.01	1.84	-0.31	0.71	0.90	0.03
337	1.73	1.74	0.15	-11.64	1.29	-0.36	0.96	1.10	0.07
338	2.01	2.02	0.14	-13.28	0.67	-0.39	1.23	1.29	0.11
339	2.30	2.30	0.13	-14.89	0.02	-0.41	1.53	1.48	0.16
340	2.58	2.55	0.11	-16.48	-0.71	-0.42	1.86	1.69	0.20
341	2.85	2.81	0.10	-18.03	-1.47	-0.42	2.20	1.87	0.24
342	3.12	3.06	0.10	-19.47	-2.27	-0.39	2.57	2.04	0.27
343	3.39	3.29	0.09	-20.79	-3.10	-0.34	2.95	2.20	0.30
344	3.64	3.49	0.09	-21.94	-3.96	-0.27	3.34	2.31	0.33
345	3.90	3.69	0.09	-22.87	-4.84	-0.18	3.74	2.42	0.35
346	4.14	3.86	0.10	-23.52	-5.71	-0.05	4.14	2.48	0.36
347	4.36	4.02	0.11	-23.82	-6.58	0.11	4.54	2.53	0.38
348	4.56	4.14	0.12	-16.66	-19.75	-3.83	4.93	2.53	0.38
349	4.74	4.28	0.14	-13.26	-20.49	-3.59	5.31	2.51	0.38
350	4.89	4.39	0.15	-9.12	-20.33	-3.23	5.67	2.47	0.38
351	5.03	4.48	0.18	-4.35	-19.15	-2.77	6.01	2.40	0.38
352	5.13	4.58	0.20	0.92	-16.97	-2.25	6.33	2.32	0.37
353	5.20	4.65	0.22	6.55	-13.79	-1.71	6.62	2.20	0.36
354	5.24	4.73	0.24	12.41	-9.72	-1.20	6.87	2.10	0.35
355	5.25	4.78	0.26	18.40	-4.91	-0.77	7.08	1.97	0.34
356	5.23	4.86	0.28	24.44	0.45	-0.46	7.24	1.85	0.33
357	5.17	4.91	0.29	30.50	6.20	-0.30	7.34	1.72	0.31
358	5.10	4.97	0.30	36.57	12.13	-0.29	7.39	1.61	0.30
359	4.98	5.02	0.30	42.67	18.06	-0.46	7.35	1.50	0.28
360	4.84	5.07	0.31	48.85	23.85	-0.80	7.26	1.39	0.26
361	4.68	5.12	0.30	55.13	29.36	-1.30	7.07	1.30	0.23
362	4.49	5.16	0.30	61.57	34.50	-1.98	6.79	1.20	0.21
363	4.28	5.20	0.29	68.18	39.16	-2.81	6.44	1.11	0.18
364	4.05	5.22	0.27	74.99	43.30	-3.79	5.98	1.02	0.15
365	3.79	5.21	0.26	82.00	46.89	-4.89	5.43	0.94	0.11
366	3.50	5.20	0.24	89.18	49.93	-6.09	4.79	0.85	0.08
367	3.17	5.16	0.22	96.49	52.42	-7.39	4.05	0.76	0.04
368	2.81	5.09	0.19	103.87	54.42	-8.74	3.24	0.65	-0.00
369	2.41	5.00	0.16	111.29	55.99	-10.15	2.32	0.53	-0.05
370	1.94	4.85	0.13	118.70	57.19	-11.57	1.32	0.40	-0.09
371	1.42	4.68	0.10	126.07	58.09	-13.01	0.23	0.24	-0.13
372	0.83	4.45	0.06	133.38	58.75	-14.43	-0.93	0.05	-0.18
373	0.17	4.17	0.02	140.62	59.23	-15.84	-2.17	-0.16	-0.22
374	-0.57	3.84	-0.03	147.81	59.58	-17.23	-3.49	-0.41	-0.26
375	-1.38	3.46	-0.07	154.95	59.85	-18.59	-4.88	-0.72	-0.30
376	-2.28	3.02	-0.12	162.02	60.04	-19.92	-6.32	-1.07	-0.33
377	-3.26	2.51	-0.17	169.04	60.19	-21.22	-7.84	-1.49	-0.36
378	-4.32	1.97	-0.23	175.95	60.29	-22.47	-9.39	-1.98	-0.39
379	-5.47	1.34	-0.28	182.70	60.35	-23.69	-10.95	-2.54	-0.41
380	-6.69	0.68	-0.33	189.17	60.34	-24.86	-12.53	-3.17	-0.41
381	-7.98	-0.07	-0.37	195.20	60.25	-25.96	-14.05	-3.89	-0.41
382	-9.32	-0.87	-0.42				-15.52	-4.68	-0.38
383	-10.71	-1.70	-0.45				-16.82	-5.54	-0.32
384	-12.12	-2.62	-0.47				-17.95	-6.46	-0.24
385	-13.53	-3.57	-0.47				-18.80	-7.43	-0.12
386	-14.90	-4.55	-0.46				-8.96	-14.80	-4.71
387	-16.21	-5.57	-0.42				-10.39	-15.40	-4.58
388	-17.40	-6.61	-0.36				-11.19	-15.12	-4.30
389	-18.42	-7.65	-0.27				-11.24	-13.85	-3.92
390	-19.21	-8.67	-0.14				-10.45	-11.54	-3.48
391	-30.13	5.00	0.66				-8.80	-8.21	-3.02
392	-31.35	5.96	0.74				-6.30	-3.98	-2.61
393	-31.72	7.09	0.83				-3.01	1.05	-2.31
394	-31.19	8.43	0.92				1.00	6.66	-2.17
395	-29.78	9.99	1.01				5.63	12.67	-2.23
396	-27.51	11.76	1.10				10.82	18.85	-2.48
397	-24.41	13.71	1.18				16.52	25.03	-2.94
398	-20.57	15.82	1.23				22.71	31.04	-3.60
399	-16.07	18.04	1.24				29.31	36.72	-4.44
400	-10.96	20.31	1.21				36.27	41.94	-5.44
401	-5.36	22.60	1.13				43.52	46.61	-6.58
402	0.68	24.84	1.00				51.04	50.65	-7.82
403	7.08	27.00	0.81				58.73	54.00	-9.15
404	13.79	29.02	0.57				66.56	56.66	-10.54
405	20.75	30.89	0.26				74.40	58.58	-11.93
406	27.91	32.57	-0.11				82.20	59.81	-13.30
407	35.21	34.05	-0.54				89.86	60.39	-14.63
408	42.64	35.32	-1.04				97.29	60.34	-15.86
409	50.15	36.32	-1.59				104.42	59.77	-16.99
410	57.75	37.09	-2.19				111.18	58.75	-17.99
411	65.38	37.60	-2.83				117.54	57.36	-18.87
412	73.03	37.88	-3.49				123.47	55.71	-19.63
413	80.66	37.91	-4.16				128.96	53.86	-20.29
414	88.25	37.76	-4.84				134.06	51.92	-20.88
415	95.79	37.45	-5.51				138.78	49.97	-21.42
416	103.25	37.02	-6.18				143.21	48.03	-21.93
417	110.64	36.52	-6.84				147.40	46.21	-22.44
418	117.93	35.98	-7.48				151.42	44.54	-22.98
419	125.12	35.39	-8.09				155.32	43.05	-23.56
420	132.17	34.80	-8.68				159.09	41.78	-24.22
421	139.07	34.21	-9.23				162.73	40.78	-25.00
422	145.77	33.64	-9.75				166.14	40.04	-25.93
423	152.18	33.10	-10.23						
424	158.23	32.59	-10.67						
425									
426									
